"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
8284,"CA-2015-154284","2015-12-21","2015-12-26","Second Class","SZ-20035","OFF-AR-10001468","59.904",2,"0.2","14.2272"
8283,"CA-2015-154284","2015-12-21","2015-12-26","Second Class","SZ-20035","TEC-MA-10004241","600.53",2,"0.3","137.264"
2777,"CA-2015-127019","2015-12-21","2015-12-25","Standard Class","ER-13855","OFF-AP-10003971","60.984",7,"0.2","4.5738"
8670,"CA-2015-158918","2015-12-20","2015-12-25","Second Class","AI-10855","OFF-PA-10004947","17.12",4,"0","7.704"
1724,"US-2015-123218","2015-12-20","2015-12-25","Standard Class","KD-16345","FUR-BO-10003966","359.058",3,"0.3","-71.8116"
1723,"US-2015-123218","2015-12-20","2015-12-25","Standard Class","KD-16345","TEC-AC-10000736","255.968",4,"0.2","51.1936"
9012,"CA-2015-137071","2015-12-20","2015-12-21","First Class","ED-13885","TEC-AC-10004353","100.8",2,"0.2","21.42"
1722,"US-2015-123218","2015-12-20","2015-12-25","Standard Class","KD-16345","TEC-PH-10001061","159.984",2,"0.2","11.9988"
4337,"CA-2015-154795","2015-12-20","2015-12-24","Standard Class","GZ-14470","FUR-FU-10002088","14.368",2,"0.2","3.9512"
471,"CA-2015-154144","2015-12-20","2015-12-24","Standard Class","MH-17785","OFF-PA-10004071","55.48",1,"0","26.6304"
6735,"CA-2015-141754","2015-12-20","2015-12-25","Standard Class","EM-14200","OFF-LA-10004093","11.696",2,"0.2","3.9474"
345,"US-2015-120712","2015-12-20","2015-12-24","Standard Class","CS-12130","OFF-ST-10000107","88.8",4,"0.2","-2.22"
8866,"CA-2015-158148","2015-12-20","2015-12-26","Standard Class","JM-15865","OFF-AP-10003281","36.27",3,"0","10.881"
4336,"CA-2015-154795","2015-12-20","2015-12-24","Standard Class","GZ-14470","OFF-EN-10003068","7.92",1,"0.2","2.772"
7747,"CA-2015-109113","2015-12-19","2015-12-23","Standard Class","EK-13795","TEC-AC-10004761","25.488",2,"0.2","4.779"
4079,"CA-2015-100685","2015-12-19","2015-12-21","Second Class","SM-20950","OFF-PA-10001289","116.28",3,"0","56.9772"
1626,"CA-2015-157084","2015-12-19","2015-12-24","Standard Class","JG-15160","TEC-AC-10002049","1265.85",3,"0","556.974"
1727,"CA-2015-127453","2015-12-19","2015-12-20","First Class","JK-15370","OFF-AP-10003860","88.832",4,"0.2","7.7728"
7489,"US-2015-134558","2015-12-19","2015-12-24","Second Class","PM-19135","FUR-TA-10003473","1053.164",4,"0.3","-105.3164"
7487,"US-2015-134558","2015-12-19","2015-12-24","Second Class","PM-19135","OFF-PA-10001184","29.9",5,"0","14.651"
7488,"US-2015-134558","2015-12-19","2015-12-24","Second Class","PM-19135","TEC-AC-10004145","2249.91",9,"0","517.4793"
6453,"US-2015-110261","2015-12-19","2015-12-23","Second Class","PR-18880","TEC-PH-10001750","158.376",3,"0.2","13.8579"
1625,"CA-2015-157084","2015-12-19","2015-12-24","Standard Class","JG-15160","TEC-PH-10002922","675.96",5,"0.2","84.495"
1726,"CA-2015-127453","2015-12-19","2015-12-20","First Class","JK-15370","OFF-AP-10002906","3.552",2,"0.2","0.444"
8826,"CA-2015-115399","2015-12-19","2015-12-22","First Class","AG-10900","OFF-LA-10003190","6.912",3,"0.2","2.5056"
4077,"CA-2015-100685","2015-12-19","2015-12-21","Second Class","SM-20950","OFF-BI-10003094","7.04",2,"0","3.3088"
1725,"CA-2015-127453","2015-12-19","2015-12-20","First Class","JK-15370","OFF-AP-10000828","434.352",3,"0.2","43.4352"
4078,"CA-2015-100685","2015-12-19","2015-12-21","Second Class","SM-20950","OFF-FA-10003472","5.04",4,"0","0.2016"
4009,"CA-2015-107468","2015-12-18","2015-12-22","Standard Class","MK-17905","OFF-AR-10000634","6.848",2,"0.2","0.5992"
543,"US-2015-120161","2015-12-18","2015-12-23","Standard Class","LM-17065","OFF-ST-10001809","646.776",9,"0.2","-145.5246"
5082,"US-2015-137533","2015-12-18","2015-12-18","Same Day","JK-15640","OFF-PA-10003441","20.736",4,"0.2","7.2576"
4995,"CA-2015-153038","2015-12-18","2015-12-25","Standard Class","RB-19645","FUR-FU-10000221","20.32",5,"0.2","3.556"
4994,"CA-2015-153038","2015-12-18","2015-12-25","Standard Class","RB-19645","OFF-LA-10004008","18.432",8,"0.2","5.9904"
4993,"CA-2015-153038","2015-12-18","2015-12-25","Standard Class","RB-19645","OFF-EN-10000461","55.936",8,"0.2","18.8784"
2262,"US-2015-137960","2015-12-18","2015-12-18","Same Day","MW-18220","TEC-AC-10002253","166.24",1,"0","24.936"
6687,"US-2015-129637","2015-12-17","2015-12-22","Standard Class","MC-18100","OFF-AR-10003829","13.12",5,"0.2","1.476"
4696,"US-2015-138121","2015-12-17","2015-12-17","Same Day","JL-15835","FUR-CH-10003846","302.94",3,"0","48.4704"
8937,"CA-2015-134117","2015-12-17","2015-12-19","Second Class","PG-18895","OFF-AR-10003903","204.85",5,"0","53.261"
4699,"US-2015-138121","2015-12-17","2015-12-17","Same Day","JL-15835","FUR-FU-10002116","212.13",3,"0","14.8491"
6685,"US-2015-129637","2015-12-17","2015-12-22","Standard Class","MC-18100","OFF-ST-10003716","180.016",1,"0.2","-15.7514"
8940,"CA-2015-134117","2015-12-17","2015-12-19","Second Class","PG-18895","OFF-BI-10002026","92.96",2,"0.2","31.374"
8939,"CA-2015-134117","2015-12-17","2015-12-19","Second Class","PG-18895","OFF-AR-10001940","16.4",5,"0","7.052"
8938,"CA-2015-134117","2015-12-17","2015-12-19","Second Class","PG-18895","TEC-PH-10004908","135.984",2,"0.2","16.998"
6686,"US-2015-129637","2015-12-17","2015-12-22","Standard Class","MC-18100","FUR-FU-10000965","41.552",2,"0.6","-19.7372"
4695,"US-2015-138121","2015-12-17","2015-12-17","Same Day","JL-15835","OFF-BI-10000320","29.52",4,"0","14.4648"
4698,"US-2015-138121","2015-12-17","2015-12-17","Same Day","JL-15835","FUR-CH-10003817","546.66",9,"0","136.665"
4697,"US-2015-138121","2015-12-17","2015-12-17","Same Day","JL-15835","FUR-CH-10004875","142.36",2,"0","38.4372"
6873,"CA-2015-162544","2015-12-16","2015-12-19","First Class","SG-20080","OFF-PA-10004948","4.98",1,"0","2.3406"
3151,"CA-2015-147830","2015-12-15","2015-12-18","First Class","NF-18385","TEC-AC-10002049","2025.36",6,"0.2","607.608"
3152,"CA-2015-147830","2015-12-15","2015-12-18","First Class","NF-18385","TEC-MA-10000418","1799.994",2,"0.7","-2639.9912"
3153,"CA-2015-147830","2015-12-15","2015-12-18","First Class","NF-18385","TEC-PH-10004908","101.988",2,"0.4","-16.998"
3154,"CA-2015-147830","2015-12-15","2015-12-18","First Class","NF-18385","FUR-FU-10004091","262.864",7,"0.2","69.0018"
460,"CA-2015-109638","2015-12-15","2015-12-22","Standard Class","JH-15985","OFF-AP-10002472","103.92",4,"0","36.372"
180,"CA-2015-137225","2015-12-15","2015-12-19","Standard Class","JK-15640","OFF-AR-10001940","3.28",1,"0","1.4104"
461,"CA-2015-109638","2015-12-15","2015-12-22","Standard Class","JH-15985","TEC-AC-10004571","899.91",9,"0","377.9622"
462,"CA-2015-109638","2015-12-15","2015-12-22","Standard Class","JH-15985","OFF-BI-10001098","51.312",3,"0.2","18.6006"
9089,"CA-2015-150308","2015-12-15","2015-12-20","Standard Class","RR-19525","TEC-PH-10001433","246.168",3,"0.2","21.5397"
5137,"CA-2015-146696","2015-12-14","2015-12-19","Standard Class","RD-19480","OFF-BI-10002432","8.096",2,"0.2","2.7324"
5558,"CA-2015-125066","2015-12-14","2015-12-18","Standard Class","KD-16495","OFF-AR-10003582","56.3",2,"0","15.764"
5557,"CA-2015-125066","2015-12-14","2015-12-18","Standard Class","KD-16495","FUR-FU-10003829","6.16",2,"0","1.9712"
9956,"CA-2015-141593","2015-12-14","2015-12-16","Second Class","DB-12970","FUR-TA-10002622","273.568",2,"0.2","10.2588"
9955,"CA-2015-141593","2015-12-14","2015-12-16","Second Class","DB-12970","OFF-BI-10000948","34.248",3,"0.2","11.5587"
1982,"CA-2015-119592","2015-12-14","2015-12-16","Second Class","MM-18280","OFF-BI-10004187","3.76",2,"0","1.8048"
9953,"CA-2015-141593","2015-12-14","2015-12-16","Second Class","DB-12970","OFF-BI-10001153","55.264",2,"0.2","20.724"
9376,"CA-2015-126347","2015-12-14","2015-12-19","Second Class","AJ-10945","TEC-AC-10003063","50",2,"0","10.5"
2234,"CA-2015-123232","2015-12-14","2015-12-16","Second Class","DJ-13630","TEC-PH-10001051","319.968",4,"0.2","35.9964"
6034,"CA-2015-130253","2015-12-14","2015-12-18","Standard Class","PP-18955","FUR-FU-10002963","15.24",3,"0","5.1816"
6088,"CA-2015-114048","2015-12-14","2015-12-18","Standard Class","EH-13945","FUR-FU-10004351","29.22",3,"0","12.8568"
9954,"CA-2015-141593","2015-12-14","2015-12-16","Second Class","DB-12970","OFF-PA-10004983","6.48",1,"0","3.1104"
3291,"CA-2015-157770","2015-12-13","2015-12-15","First Class","RD-19585","TEC-AC-10003399","36.24",1,"0","15.2208"
3290,"CA-2015-157770","2015-12-13","2015-12-15","First Class","RD-19585","TEC-AC-10001552","248.85",5,"0","27.3735"
1818,"CA-2015-125423","2015-12-13","2015-12-15","Second Class","MC-17575","OFF-LA-10001771","9.96",2,"0","4.5816"
3289,"CA-2015-157770","2015-12-13","2015-12-15","First Class","RD-19585","OFF-BI-10000050","29.2",5,"0.2","9.855"
3363,"CA-2015-139962","2015-12-13","2015-12-20","Standard Class","Dp-13240","OFF-PA-10004451","19.44",3,"0","9.3312"
3288,"CA-2015-157770","2015-12-13","2015-12-15","First Class","RD-19585","TEC-PH-10001530","494.376",3,"0.2","49.4376"
939,"CA-2015-148250","2015-12-13","2015-12-17","Standard Class","RP-19270","OFF-PA-10000289","12.96",2,"0","6.2208"
940,"CA-2015-148250","2015-12-13","2015-12-17","Standard Class","RP-19270","OFF-AP-10003040","134.48",4,"0","34.9648"
3364,"CA-2015-139962","2015-12-13","2015-12-20","Standard Class","Dp-13240","OFF-BI-10004738","37.88",2,"0","18.94"
5782,"CA-2015-155586","2015-12-12","2015-12-16","Second Class","XP-21865","OFF-AR-10001547","2.21",1,"0","0.5967"
4754,"US-2015-167220","2015-12-12","2015-12-16","Standard Class","JB-15925","TEC-AC-10002018","22.368",4,"0.2","6.4308"
6239,"CA-2015-134075","2015-12-12","2015-12-16","Standard Class","HA-14905","FUR-FU-10004597","166.5",3,"0","21.645"
5783,"CA-2015-155586","2015-12-12","2015-12-16","Second Class","XP-21865","OFF-EN-10003072","15.52",4,"0","7.4496"
5784,"CA-2015-155586","2015-12-12","2015-12-16","Second Class","XP-21865","OFF-PA-10000726","36.44",4,"0","16.398"
6240,"CA-2015-134075","2015-12-12","2015-12-16","Standard Class","HA-14905","OFF-ST-10001496","360.38",2,"0","93.6988"
2388,"CA-2015-145065","2015-12-12","2015-12-15","First Class","DK-13375","OFF-FA-10001229","7.86",2,"0","3.6156"
2389,"CA-2015-145065","2015-12-12","2015-12-15","First Class","DK-13375","OFF-BI-10002437","24.448",2,"0.2","8.8624"
8003,"CA-2015-110870","2015-12-12","2015-12-15","First Class","KD-16270","OFF-SU-10001225","25.76",7,"0","0.5152"
8002,"CA-2015-110870","2015-12-12","2015-12-15","First Class","KD-16270","TEC-AC-10002926","299.94",6,"0","128.9742"
7795,"CA-2015-127481","2015-12-12","2015-12-15","Second Class","JD-15895","OFF-PA-10002377","97.88",2,"0","48.94"
4718,"CA-2015-129042","2015-12-12","2015-12-17","Standard Class","EM-13960","OFF-AR-10001662","8.22",3,"0","2.2194"
7794,"CA-2015-127481","2015-12-12","2015-12-15","Second Class","JD-15895","OFF-PA-10002036","32.4",5,"0","15.876"
788,"CA-2015-154620","2015-12-12","2015-12-16","Standard Class","LT-17110","FUR-CH-10004675","348.928",2,"0.2","34.8928"
1674,"CA-2015-150560","2015-12-11","2015-12-12","First Class","SW-20455","OFF-LA-10003930","196.62",2,"0","96.3438"
8410,"CA-2015-134082","2015-12-11","2015-12-17","Standard Class","JK-15640","OFF-BI-10004230","110.528",4,"0.2","38.6848"
2012,"CA-2015-155761","2015-12-11","2015-12-11","Same Day","SC-20800","TEC-AC-10001606","159.984",2,"0.2","35.9964"
8293,"CA-2015-106362","2015-12-11","2015-12-15","Standard Class","LC-16885","OFF-BI-10003166","10.332",3,"0.7","-7.5768"
2711,"US-2015-120572","2015-12-11","2015-12-15","Standard Class","GH-14425","OFF-BI-10001098","12.828",2,"0.7","-8.9796"
2013,"CA-2015-155761","2015-12-11","2015-12-11","Same Day","SC-20800","OFF-ST-10000943","46.344",3,"0.2","4.6344"
8509,"CA-2015-135853","2015-12-11","2015-12-14","First Class","CA-12775","TEC-AC-10004761","175.23",11,"0","61.3305"
4793,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-PA-10003256","27.696",3,"0.2","9.6936"
4792,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-PA-10001166","85.056",3,"0.2","28.7064"
4791,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-TA-10000849","364.95",5,"0.5","-248.166"
8511,"CA-2015-135853","2015-12-11","2015-12-14","First Class","CA-12775","OFF-BI-10004965","23",2,"0","10.35"
8510,"CA-2015-135853","2015-12-11","2015-12-14","First Class","CA-12775","TEC-PH-10003691","125.99",1,"0","31.4975"
4790,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-FU-10001473","54.92",5,"0.2","10.984"
4789,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-FU-10002456","52.416",9,"0.2","15.0696"
4788,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","TEC-AC-10004396","58.08",4,"0.2","-6.534"
4785,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-AR-10001473","13.12",5,"0.2","1.148"
4786,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-BO-10003450","69.576",4,"0.7","-143.7904"
4787,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-AR-10001545","4.224",3,"0.2","0.4752"
4007,"US-2015-168732","2015-12-10","2015-12-16","Standard Class","KM-16660","OFF-PA-10000520","25.92",4,"0","12.4416"
5693,"US-2015-138093","2015-12-10","2015-12-16","Standard Class","KM-16225","TEC-PH-10004667","134.99",1,"0","36.4473"
5692,"US-2015-138093","2015-12-10","2015-12-16","Standard Class","KM-16225","OFF-PA-10001509","44.75",5,"0","20.585"
3583,"CA-2015-121650","2015-12-10","2015-12-16","Standard Class","KD-16495","OFF-AR-10001149","3.9",2,"0","1.521"
5691,"US-2015-138093","2015-12-10","2015-12-16","Standard Class","KM-16225","OFF-AR-10000817","27.36",9,"0","9.3024"
8092,"CA-2015-127502","2015-12-10","2015-12-14","Standard Class","MT-17815","OFF-LA-10001613","5.76",2,"0","2.8224"
4008,"US-2015-168732","2015-12-10","2015-12-16","Standard Class","KM-16660","TEC-AC-10001553","101.94",6,"0","21.4074"
4006,"US-2015-168732","2015-12-10","2015-12-16","Standard Class","KM-16660","OFF-AR-10003087","1.78",1,"0","0.4984"
4200,"CA-2015-143105","2015-12-10","2015-12-10","Same Day","MA-17560","OFF-LA-10004093","7.31",1,"0","3.4357"
4201,"CA-2015-143105","2015-12-10","2015-12-10","Same Day","MA-17560","TEC-CO-10002095","799.984",2,"0.2","249.995"
4202,"CA-2015-143105","2015-12-10","2015-12-10","Same Day","MA-17560","OFF-PA-10002713","41.28",6,"0","18.9888"
