"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
8390,"CA-2016-102596","2016-12-27","2016-12-30","First Class","RD-19810","OFF-FA-10000621","17.184",6,"0.2","6.2292"
4591,"CA-2016-129868","2016-12-26","2016-12-31","Standard Class","MC-18130","OFF-SU-10000952","17.76",2,"0","4.9728"
5034,"CA-2016-155166","2016-12-26","2017-01-02","Standard Class","BB-11545","OFF-AP-10002765","26.49",1,"0","7.4172"
5033,"CA-2016-155166","2016-12-26","2017-01-02","Standard Class","BB-11545","FUR-CH-10003968","212.94",3,"0","25.5528"
3726,"CA-2016-151512","2016-12-26","2017-01-02","Standard Class","SH-19975","OFF-AP-10000252","18.72",2,"0.2","3.51"
1435,"US-2016-153129","2016-12-26","2016-12-30","Standard Class","FP-14320","OFF-PA-10003673","33.9",5,"0","15.594"
4403,"CA-2016-114538","2016-12-26","2016-12-27","First Class","RC-19825","OFF-AR-10002445","11.328",2,"0.2","2.5488"
4592,"CA-2016-129868","2016-12-26","2016-12-31","Standard Class","MC-18130","TEC-PH-10002275","302.384",2,"0.2","30.2384"
5178,"CA-2016-123015","2016-12-26","2016-12-30","Standard Class","AJ-10795","OFF-BI-10004967","4.992",3,"0.2","1.6848"
3351,"CA-2016-147536","2016-12-26","2016-12-31","Standard Class","AR-10510","TEC-AC-10003280","89.97",3,"0","18.8937"
4593,"CA-2016-129868","2016-12-26","2016-12-31","Standard Class","MC-18130","FUR-CH-10003535","146.352",3,"0.2","-5.4882"
4594,"CA-2016-129868","2016-12-26","2016-12-31","Standard Class","MC-18130","OFF-AP-10004052","7.9",2,"0","2.054"
4595,"CA-2016-129868","2016-12-26","2016-12-31","Standard Class","MC-18130","FUR-TA-10003473","902.712",3,"0.2","33.8517"
4596,"CA-2016-129868","2016-12-26","2016-12-31","Standard Class","MC-18130","OFF-AR-10001897","53.97",3,"0","15.1116"
6802,"CA-2016-109827","2016-12-25","2017-01-01","Standard Class","LW-16825","TEC-AC-10002217","45.12",3,"0.2","-7.896"
6803,"CA-2016-109827","2016-12-25","2017-01-01","Standard Class","LW-16825","TEC-AC-10004353","100.8",2,"0.2","21.42"
6804,"CA-2016-109827","2016-12-25","2017-01-01","Standard Class","LW-16825","FUR-CH-10004754","47.968",2,"0.2","4.1972"
7891,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","TEC-AC-10001838","399.98",2,"0","171.9914"
7890,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","OFF-AR-10003811","19.89",9,"0","5.3703"
1807,"US-2016-116729","2016-12-25","2016-12-28","First Class","GK-14620","OFF-PA-10002005","45.36",7,"0","21.7728"
8272,"CA-2016-169670","2016-12-25","2016-12-31","Standard Class","JE-15715","FUR-CH-10002331","2563.056",8,"0.1","313.2624"
1808,"US-2016-116729","2016-12-25","2016-12-28","First Class","GK-14620","TEC-AC-10001465","254.24",7,"0","76.272"
1806,"US-2016-116729","2016-12-25","2016-12-28","First Class","GK-14620","TEC-PH-10002200","2575.944",7,"0.2","257.5944"
6632,"CA-2016-105081","2016-12-25","2016-12-30","Standard Class","JE-15715","FUR-TA-10001307","1747.25",5,"0","629.01"
7892,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","FUR-FU-10003553","343.85",5,"0","137.54"
7397,"CA-2016-110975","2016-12-25","2016-12-30","Standard Class","DB-12970","FUR-CH-10003746","866.646",3,"0.1","173.3292"
6032,"CA-2016-101168","2016-12-25","2017-01-01","Standard Class","SS-20140","FUR-FU-10003142","21.12",4,"0","6.5472"
7396,"CA-2016-110975","2016-12-25","2016-12-30","Standard Class","DB-12970","FUR-TA-10002958","313.176",2,"0.4","-120.0508"
6800,"CA-2016-109827","2016-12-25","2017-01-01","Standard Class","LW-16825","FUR-TA-10002607","35.445",1,"0.5","-24.1026"
6801,"CA-2016-109827","2016-12-25","2017-01-01","Standard Class","LW-16825","TEC-MA-10003356","269.97",2,"0.7","-386.957"
7893,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","OFF-PA-10003302","106.32",3,"0","49.9704"
5330,"CA-2016-111941","2016-12-25","2016-12-28","Second Class","BD-11620","OFF-BI-10001524","33.568",2,"0.2","11.7488"
6631,"CA-2016-105081","2016-12-25","2016-12-30","Standard Class","JE-15715","FUR-CH-10000847","698.352",3,"0.2","52.3764"
1258,"US-2016-168620","2016-12-24","2016-12-28","Second Class","RB-19795","OFF-BI-10001575","27.882",3,"0.7","-20.4468"
6191,"CA-2016-157259","2016-12-24","2016-12-28","Standard Class","JM-15535","FUR-FU-10003192","799.56",9,"0","207.8856"
1259,"US-2016-168620","2016-12-24","2016-12-28","Second Class","RB-19795","OFF-ST-10003716","540.048",3,"0.2","-47.2542"
1260,"US-2016-168620","2016-12-24","2016-12-28","Second Class","RB-19795","TEC-AC-10004469","255.68",8,"0.2","76.704"
6831,"CA-2016-140438","2016-12-24","2016-12-27","Second Class","PW-19030","TEC-PH-10001750","197.97",3,"0","53.4519"
4750,"CA-2016-123526","2016-12-24","2016-12-25","First Class","BV-11245","OFF-PA-10002986","33.4",5,"0","16.032"
7239,"CA-2016-101651","2016-12-24","2016-12-30","Standard Class","SC-20305","FUR-FU-10000771","43.96",7,"0","18.4632"
7240,"CA-2016-101651","2016-12-24","2016-12-30","Standard Class","SC-20305","OFF-EN-10001990","39.76",7,"0","18.6872"
9673,"CA-2016-114867","2016-12-23","2016-12-28","Standard Class","FM-14290","OFF-PA-10000477","7.968",2,"0.2","2.6892"
1301,"CA-2016-137043","2016-12-23","2016-12-25","Second Class","LC-17140","FUR-FU-10003664","572.76",6,"0","166.1004"
1302,"CA-2016-137043","2016-12-23","2016-12-25","Second Class","LC-17140","FUR-FU-10003664","286.38",3,"0","83.0502"
6528,"CA-2016-157791","2016-12-23","2016-12-28","Second Class","CA-11965","TEC-CO-10002095","1999.96",4,"0","899.982"
8562,"CA-2016-132829","2016-12-23","2016-12-26","Second Class","LA-16780","FUR-FU-10000206","2.328",2,"0.6","-0.7566"
4897,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-ST-10003470","1117.92",4,"0","55.896"
3251,"CA-2016-157868","2016-12-23","2016-12-29","Standard Class","MC-17590","OFF-FA-10000992","24.85",7,"0","11.6795"
4896,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-EN-10004773","61.96",2,"0","30.3604"
4895,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-PA-10004327","47.9",1,"0","22.992"
2306,"CA-2016-115574","2016-12-23","2016-12-24","First Class","BP-11185","FUR-BO-10003441","141.372",2,"0.3","-14.1372"
4894,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-ST-10002743","227.28",2,"0","2.2728"
4893,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-AR-10001231","4.2",2,"0","1.176"
4892,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-PA-10001295","37.94",2,"0","18.2112"
9674,"CA-2016-114867","2016-12-23","2016-12-28","Standard Class","FM-14290","TEC-PH-10002645","1499.97",5,"0.4","-374.9925"
4891,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-AR-10001246","8.82",3,"0","2.5578"
4842,"CA-2016-136049","2016-12-23","2016-12-28","Standard Class","NM-18520","OFF-BI-10001267","5.553",3,"0.7","-4.0722"
8558,"CA-2016-132829","2016-12-23","2016-12-26","Second Class","LA-16780","TEC-PH-10004539","453.576",3,"0.2","39.6879"
8559,"CA-2016-132829","2016-12-23","2016-12-26","Second Class","LA-16780","OFF-LA-10002945","45.36",9,"0.2","14.742"
8560,"CA-2016-132829","2016-12-23","2016-12-26","Second Class","LA-16780","TEC-PH-10004345","287.88",3,"0.2","35.985"
8561,"CA-2016-132829","2016-12-23","2016-12-26","Second Class","LA-16780","TEC-PH-10004912","131.88",3,"0.2","14.8365"
1826,"CA-2016-167507","2016-12-22","2016-12-28","Standard Class","SA-20830","FUR-FU-10001935","11.84",4,"0.2","3.108"
8669,"CA-2016-149916","2016-12-22","2016-12-24","Second Class","ED-13885","TEC-MA-10000752","11.56",1,"0.2","3.757"
1825,"CA-2016-167507","2016-12-22","2016-12-28","Standard Class","SA-20830","OFF-BI-10003694","31.32",10,"0.7","-25.056"
9350,"CA-2016-114860","2016-12-22","2016-12-28","Standard Class","DN-13690","FUR-FU-10001934","41.96",2,"0","10.9096"
9349,"CA-2016-114860","2016-12-22","2016-12-28","Standard Class","DN-13690","FUR-FU-10000277","842.72",8,"0","202.2528"
8512,"CA-2016-103359","2016-12-22","2016-12-26","Standard Class","LC-16885","OFF-BI-10004233","25.584",2,"0.2","8.9544"
8668,"CA-2016-149916","2016-12-22","2016-12-24","Second Class","ED-13885","OFF-BI-10004002","55.36",4,"0.2","19.376"
1827,"CA-2016-167507","2016-12-22","2016-12-28","Standard Class","SA-20830","FUR-FU-10002878","22.784",1,"0.2","4.8416"
7029,"US-2016-157840","2016-12-20","2016-12-23","Second Class","MC-17575","OFF-PA-10003673","33.9",5,"0","15.594"
3721,"CA-2016-151155","2016-12-20","2016-12-24","Standard Class","AB-10255","FUR-FU-10001918","18.92",4,"0","7.3788"
3722,"CA-2016-151155","2016-12-20","2016-12-24","Standard Class","AB-10255","OFF-BI-10003910","15.42",2,"0","6.939"
3516,"CA-2016-168536","2016-12-20","2016-12-24","Standard Class","SC-20800","TEC-AC-10002323","66.3",3,"0","8.619"
5543,"CA-2016-134936","2016-12-19","2016-12-25","Standard Class","ES-14080","FUR-TA-10001086","455.97",6,"0.5","-218.8656"
5544,"CA-2016-134936","2016-12-19","2016-12-25","Standard Class","ES-14080","OFF-BI-10000174","10.44",6,"0.7","-7.656"
6171,"CA-2016-141523","2016-12-19","2016-12-24","Second Class","MH-17440","OFF-BI-10000948","34.248",3,"0.2","11.5587"
8430,"CA-2016-118129","2016-12-19","2016-12-21","Second Class","CL-12565","FUR-FU-10004904","303.92",5,"0.2","-30.392"
6172,"CA-2016-141523","2016-12-19","2016-12-24","Second Class","MH-17440","OFF-AR-10001545","3.52",2,"0","1.0208"
7792,"CA-2016-108364","2016-12-19","2016-12-24","Standard Class","BP-11050","OFF-BI-10002012","1.8",5,"0.8","-2.88"
5545,"CA-2016-134936","2016-12-19","2016-12-25","Standard Class","ES-14080","OFF-BI-10002103","5.214",2,"0.7","-4.1712"
287,"CA-2016-112697","2016-12-18","2016-12-20","Second Class","AH-10195","OFF-BI-10000778","254.058",7,"0.7","-169.372"
5661,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","TEC-PH-10004833","28.68",3,"0.2","-7.17"
4861,"CA-2016-101546","2016-12-18","2016-12-24","Standard Class","GK-14620","OFF-BI-10001359","1793.98",2,"0","843.1706"
641,"CA-2016-147067","2016-12-18","2016-12-22","Standard Class","JD-16150","FUR-FU-10000732","18.84",3,"0","6.0288"
1316,"CA-2016-145919","2016-12-18","2016-12-23","Standard Class","HG-14965","FUR-FU-10004960","183.84",8,"0","62.5056"
3505,"CA-2016-150945","2016-12-18","2016-12-20","Second Class","JK-16120","OFF-ST-10003716","900.08",4,"0","117.0104"
7579,"CA-2016-138597","2016-12-18","2016-12-21","First Class","PN-18775","FUR-CH-10004997","563.94",3,"0","112.788"
1315,"CA-2016-145919","2016-12-18","2016-12-23","Standard Class","HG-14965","OFF-PA-10003072","38.88",6,"0","18.6624"
1317,"CA-2016-145919","2016-12-18","2016-12-23","Standard Class","HG-14965","OFF-SU-10003505","579.3",5,"0","28.965"
5655,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-BI-10001670","45.24",4,"0.7","-30.16"
5656,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-AR-10004078","18.688",4,"0.2","2.336"
5657,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-PA-10003036","11.648",2,"0.2","3.7856"
5658,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","TEC-AC-10000991","112.776",3,"0.2","-8.4582"
5659,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","FUR-TA-10002530","377.45",5,"0.5","-264.215"
5660,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-LA-10000407","15.936",4,"0.2","5.1792"
5022,"CA-2016-133795","2016-12-18","2016-12-24","Standard Class","JE-15475","TEC-AC-10001465","72.64",2,"0","21.792"
5023,"CA-2016-133795","2016-12-18","2016-12-24","Standard Class","JE-15475","TEC-AC-10003832","772.47",3,"0","146.7693"
8908,"CA-2016-139934","2016-12-18","2016-12-20","First Class","AY-10555","TEC-PH-10001552","66.976",7,"0.2","6.6976"
288,"CA-2016-112697","2016-12-18","2016-12-20","Second Class","AH-10195","OFF-AP-10002684","194.528",2,"0.2","24.316"
289,"CA-2016-112697","2016-12-18","2016-12-20","Second Class","AH-10195","OFF-SU-10000646","961.48",5,"0.2","-204.3145"
5024,"CA-2016-133795","2016-12-18","2016-12-24","Standard Class","JE-15475","FUR-FU-10003731","39.92",4,"0","11.1776"
8415,"CA-2016-147109","2016-12-17","2016-12-21","Standard Class","AH-10075","TEC-AC-10002942","165.6",3,"0.2","-6.21"
9016,"CA-2016-131639","2016-12-17","2016-12-23","Standard Class","NS-18640","OFF-BI-10001636","13.488",2,"0.2","4.3836"
9040,"CA-2016-117121","2016-12-17","2016-12-21","Standard Class","AB-10105","OFF-BI-10000545","9892.74",13,"0","4946.37"
5912,"CA-2016-155383","2016-12-17","2016-12-22","Standard Class","SC-20680","OFF-ST-10001328","46.53",3,"0","13.0284"
3771,"CA-2016-155530","2016-12-17","2016-12-21","Standard Class","CM-12160","FUR-TA-10004256","2003.52",6,"0.2","-325.572"
8414,"CA-2016-147109","2016-12-17","2016-12-21","Standard Class","AH-10075","OFF-PA-10001972","51.84",10,"0.2","18.144"
9017,"CA-2016-131639","2016-12-17","2016-12-23","Standard Class","NS-18640","OFF-BI-10000948","11.416",1,"0.2","3.8529"
6203,"CA-2016-118332","2016-12-16","2016-12-23","Standard Class","PK-19075","FUR-CH-10001708","563.92",5,"0.2","7.049"
8685,"CA-2016-155446","2016-12-16","2016-12-23","Standard Class","TN-21040","TEC-AC-10001445","21.21",7,"0","4.4541"
6720,"CA-2016-130442","2016-12-16","2016-12-19","First Class","SF-20065","OFF-AP-10004859","34.944",3,"0.2","3.0576"
1465,"US-2016-104794","2016-12-16","2016-12-19","First Class","KD-16495","OFF-FA-10001754","3.68",2,"0","1.8032"
470,"US-2016-100419","2016-12-16","2016-12-20","Second Class","CC-12670","OFF-BI-10002194","4.788",3,"0.8","-7.9002"
723,"CA-2016-142335","2016-12-15","2016-12-19","Standard Class","MP-17965","OFF-ST-10000036","296.37",3,"0","80.0199"
6378,"US-2016-116442","2016-12-15","2016-12-22","Standard Class","BP-11230","FUR-FU-10002364","14.76",2,"0","4.2804"
6647,"US-2016-127334","2016-12-15","2016-12-21","Standard Class","MP-18175","FUR-TA-10003473","564.195",3,"0.5","-304.6653"
722,"CA-2016-142335","2016-12-15","2016-12-19","Standard Class","MP-17965","FUR-TA-10000198","1652.94",3,"0","231.4116"
8047,"CA-2016-113600","2016-12-15","2016-12-17","Second Class","SH-20395","OFF-BI-10000201","2.214",3,"0.7","-1.476"
8263,"CA-2016-100307","2016-12-15","2016-12-19","Standard Class","TC-21475","OFF-PA-10002552","19.44",3,"0","9.3312"
6648,"US-2016-127334","2016-12-15","2016-12-21","Standard Class","MP-18175","OFF-AP-10001205","87.168",2,"0.2","8.7168"
7942,"CA-2016-146325","2016-12-14","2016-12-17","First Class","DS-13180","OFF-ST-10001590","134.8",10,"0","35.048"
6396,"CA-2016-129126","2016-12-14","2016-12-19","Standard Class","PK-19075","OFF-ST-10004507","17.15",1,"0","4.6305"
3469,"CA-2016-146143","2016-12-14","2016-12-19","Standard Class","MC-17845","FUR-FU-10002045","133.38",6,"0","58.6872"
6393,"CA-2016-129126","2016-12-14","2016-12-19","Standard Class","PK-19075","OFF-LA-10003190","5.76",2,"0","2.8224"
6392,"CA-2016-129126","2016-12-14","2016-12-19","Standard Class","PK-19075","OFF-PA-10001471","14.62",2,"0","6.7252"
6397,"CA-2016-129126","2016-12-14","2016-12-19","Standard Class","PK-19075","OFF-BI-10000279","23.12",2,"0.2","7.803"
7941,"CA-2016-146325","2016-12-14","2016-12-17","First Class","DS-13180","FUR-CH-10001146","81.424",2,"0.2","-9.1602"
6394,"CA-2016-129126","2016-12-14","2016-12-19","Standard Class","PK-19075","OFF-FA-10000621","21.48",6,"0","10.5252"
6395,"CA-2016-129126","2016-12-14","2016-12-19","Standard Class","PK-19075","FUR-FU-10002937","396.92",4,"0","198.46"
943,"CA-2016-142958","2016-12-13","2016-12-20","Standard Class","RW-19630","FUR-TA-10000577","1114.272",4,"0.2","41.7852"
3687,"CA-2016-102792","2016-12-13","2016-12-19","Standard Class","JC-15340","OFF-AR-10004757","9.84",3,"0","3.2472"
456,"CA-2016-100153","2016-12-13","2016-12-17","Standard Class","KH-16630","TEC-AC-10001772","63.88",4,"0","24.9132"
942,"CA-2016-142958","2016-12-13","2016-12-20","Standard Class","RW-19630","OFF-BI-10001759","6.096",2,"0.2","2.2098"
4577,"CA-2016-139395","2016-12-12","2016-12-18","Standard Class","MG-17650","OFF-ST-10000885","26.86",2,"0","6.715"
5578,"CA-2016-136686","2016-12-12","2016-12-16","Standard Class","RF-19840","OFF-AP-10002350","56.52",3,"0","15.8256"
4574,"CA-2016-139395","2016-12-12","2016-12-18","Standard Class","MG-17650","TEC-PH-10002103","657.93",7,"0","184.2204"
4575,"CA-2016-139395","2016-12-12","2016-12-18","Standard Class","MG-17650","FUR-FU-10003724","33.48",4,"0","8.7048"
9940,"CA-2016-169824","2016-12-12","2016-12-17","Standard Class","NS-18640","OFF-SU-10000952","35.52",4,"0","9.9456"
4576,"CA-2016-139395","2016-12-12","2016-12-18","Standard Class","MG-17650","OFF-AR-10003732","13.9",5,"0","3.614"
9939,"CA-2016-169824","2016-12-12","2016-12-17","Standard Class","NS-18640","FUR-FU-10004864","60.35",5,"0","19.9155"
4035,"US-2016-108777","2016-12-12","2016-12-12","Same Day","JM-15655","OFF-BI-10003982","18.693",3,"0.7","-14.3313"
4036,"US-2016-108777","2016-12-12","2016-12-12","Same Day","JM-15655","TEC-AC-10002567","383.952",6,"0.2","76.7904"
5251,"US-2016-169369","2016-12-12","2016-12-18","Standard Class","EC-14050","TEC-AC-10001314","249.95",5,"0","19.996"
5252,"US-2016-169369","2016-12-12","2016-12-18","Standard Class","EC-14050","OFF-PA-10004438","49.12",4,"0","23.0864"
9941,"CA-2016-169824","2016-12-12","2016-12-17","Standard Class","NS-18640","OFF-AR-10000462","11.2",7,"0","4.816"
5577,"CA-2016-136686","2016-12-12","2016-12-16","Standard Class","RF-19840","FUR-FU-10004864","383.64",6,"0","122.7648"
5996,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","FUR-CH-10003298","458.43",5,"0.3","-137.529"
5998,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","FUR-TA-10003008","328.59",3,"0.4","-147.8655"
54,"CA-2016-105816","2016-12-11","2016-12-17","Standard Class","JM-15265","OFF-FA-10000304","15.26",7,"0","6.2566"
55,"CA-2016-105816","2016-12-11","2016-12-17","Standard Class","JM-15265","TEC-PH-10002447","1029.95",5,"0","298.6855"
9696,"US-2016-151260","2016-12-11","2016-12-14","First Class","SC-20695","OFF-AP-10002892","73.536",4,"0.2","9.192"
1136,"US-2016-148803","2016-12-11","2016-12-11","Same Day","LR-16915","OFF-ST-10001476","85.224",3,"0.2","7.4571"
651,"CA-2016-160745","2016-12-11","2016-12-16","Second Class","AR-10825","TEC-AC-10001142","316",4,"0","31.6"
650,"CA-2016-160745","2016-12-11","2016-12-16","Second Class","AR-10825","TEC-PH-10003273","302.376",3,"0.2","22.6782"
649,"CA-2016-160745","2016-12-11","2016-12-16","Second Class","AR-10825","FUR-FU-10001935","14.8",4,"0","6.068"
633,"US-2016-135720","2016-12-11","2016-12-13","Second Class","FM-14380","TEC-PH-10002103","300.768",4,"0.2","30.0768"
632,"US-2016-135720","2016-12-11","2016-12-13","Second Class","FM-14380","TEC-AC-10001267","119.8",5,"0.2","29.95"
631,"US-2016-135720","2016-12-11","2016-12-13","Second Class","FM-14380","OFF-ST-10001963","243.384",3,"0.2","-51.7191"
1603,"US-2016-132857","2016-12-11","2016-12-17","Standard Class","CA-12775","OFF-AR-10003251","6.672",3,"0.2","1.668"
7051,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-BI-10004593","209.6",5,"0.2","68.12"
7052,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-AR-10000914","23.32",2,"0","6.0632"
7053,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-PA-10000241","30.98",1,"0","13.941"
7054,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","TEC-AC-10000057","119.96",4,"0","25.1916"
7055,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","FUR-CH-10003774","363.92",5,"0.2","-31.843"
7056,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-BI-10002824","35.808",3,"0.2","11.19"
7057,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-BI-10004001","122.688",9,"0.2","39.8736"
7058,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","FUR-TA-10004619","892.136",7,"0.2","111.517"
7059,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-ST-10000636","50.22",3,"0","2.0088"
7060,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-AP-10001469","83.42",2,"0","24.1918"
7061,"CA-2016-165330","2016-12-11","2016-12-11","Same Day","WB-21850","OFF-BI-10002897","5.872",2,"0.2","2.1286"
5994,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","OFF-ST-10001558","64.96",5,"0.2","-4.06"
5995,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","OFF-SU-10004782","13.52",2,"0.2","1.69"
5997,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","OFF-AP-10000576","387.136",4,"0.2","24.196"
6185,"CA-2016-143609","2016-12-11","2016-12-13","First Class","DB-13270","FUR-CH-10004218","403.92",5,"0.2","25.245"
7617,"CA-2016-144309","2016-12-10","2016-12-16","Standard Class","CM-12235","OFF-PA-10001776","18.54",2,"0","8.7138"
9874,"CA-2016-100587","2016-12-10","2016-12-14","Standard Class","SL-20155","OFF-PA-10004609","6.48",1,"0","3.1104"
7618,"CA-2016-144309","2016-12-10","2016-12-16","Standard Class","CM-12235","OFF-BI-10003656","679.96",5,"0.2","220.987"
254,"CA-2016-146941","2016-12-10","2016-12-13","First Class","DL-13315","OFF-EN-10003296","361.92",4,"0","162.864"
253,"CA-2016-146941","2016-12-10","2016-12-13","First Class","DL-13315","OFF-ST-10001228","80.58",6,"0","22.5624"
250,"CA-2016-154739","2016-12-10","2016-12-15","Second Class","LH-17155","FUR-CH-10002965","321.568",2,"0.2","28.1372"
