"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
5148,"CA-2017-128734","2017-12-24","2017-12-31","Standard Class","JL-15175","FUR-FU-10001731","8.544",4,"0.2","1.9224"
5149,"CA-2017-128734","2017-12-24","2017-12-31","Standard Class","JL-15175","FUR-CH-10001394","842.376",3,"0.2","105.297"
6998,"CA-2017-117443","2017-12-23","2017-12-25","Second Class","JB-15400","OFF-PA-10004475","175.872",4,"0.2","63.7536"
6854,"US-2017-162670","2017-12-23","2017-12-28","Second Class","MF-18250","TEC-PH-10003601","494.97",3,"0","148.491"
6853,"US-2017-162670","2017-12-23","2017-12-28","Second Class","MF-18250","OFF-ST-10001328","62.04",4,"0","17.3712"
6855,"US-2017-162670","2017-12-23","2017-12-28","Second Class","MF-18250","OFF-ST-10001522","367.96",4,"0","14.7184"
6223,"CA-2017-140627","2017-12-23","2017-12-27","Standard Class","DK-12985","FUR-FU-10000087","72.704",4,"0.2","19.0848"
6857,"US-2017-162670","2017-12-23","2017-12-28","Second Class","MF-18250","OFF-EN-10001453","182.94",3,"0","85.9818"
8392,"CA-2017-110625","2017-12-23","2017-12-30","Standard Class","JB-16045","FUR-FU-10001473","27.46",2,"0","9.8856"
6224,"CA-2017-140627","2017-12-23","2017-12-27","Standard Class","DK-12985","OFF-AR-10000422","12.264",7,"0.2","1.0731"
2295,"CA-2017-127929","2017-12-23","2017-12-27","Standard Class","FM-14215","FUR-FU-10003708","181.95",3,"0","38.2095"
883,"US-2017-123463","2017-12-23","2017-12-23","Same Day","GZ-14470","OFF-AR-10001118","13.48",4,"0","5.9312"
6225,"CA-2017-140627","2017-12-23","2017-12-27","Standard Class","DK-12985","OFF-ST-10004123","218.352",3,"0.2","-54.588"
3546,"CA-2017-121216","2017-12-23","2017-12-25","Second Class","MM-17920","OFF-AP-10001947","29.312",8,"0.8","-74.7456"
3545,"CA-2017-121216","2017-12-23","2017-12-25","Second Class","MM-17920","OFF-PA-10004519","28.672",8,"0.2","10.3936"
6856,"US-2017-162670","2017-12-23","2017-12-28","Second Class","MF-18250","OFF-PA-10001994","44.96",2,"0","20.6816"
6997,"CA-2017-117443","2017-12-23","2017-12-25","Second Class","JB-15400","OFF-BI-10004002","13.84",4,"0.8","-22.144"
6193,"CA-2017-104927","2017-12-22","2017-12-26","Standard Class","AG-10330","OFF-PA-10000019","25.92",5,"0.2","9.072"
8579,"CA-2017-146164","2017-12-22","2017-12-26","Standard Class","CM-12190","OFF-ST-10001228","31.16",2,"0","7.79"
7152,"CA-2017-142909","2017-12-22","2017-12-25","Second Class","AG-10330","FUR-TA-10003008","182.55",2,"0.5","-135.087"
2057,"CA-2017-120376","2017-12-22","2017-12-25","First Class","TP-21130","FUR-CH-10002335","1586.69",7,"0","412.5394"
2619,"CA-2017-115931","2017-12-22","2017-12-26","Standard Class","JM-15655","OFF-AR-10000369","4.17",3,"0","1.0842"
2620,"CA-2017-115931","2017-12-22","2017-12-26","Standard Class","JM-15655","TEC-PH-10001300","67.04",4,"0.2","6.704"
2056,"CA-2017-120376","2017-12-22","2017-12-25","First Class","TP-21130","TEC-AC-10001114","199.95",5,"0","63.984"
2621,"CA-2017-115931","2017-12-22","2017-12-26","Standard Class","JM-15655","OFF-ST-10000876","37.32",3,"0","10.4496"
8951,"CA-2017-150910","2017-12-22","2017-12-28","Standard Class","JL-15130","TEC-AC-10001013","46.864",2,"0.2","7.6154"
8952,"CA-2017-150910","2017-12-22","2017-12-28","Standard Class","JL-15130","OFF-ST-10000918","26.16",3,"0.2","1.962"
8950,"CA-2017-150910","2017-12-22","2017-12-28","Standard Class","JL-15130","FUR-TA-10002903","934.956",6,"0.4","-249.3216"
1893,"CA-2017-145310","2017-12-22","2017-12-24","Second Class","JP-15520","OFF-EN-10002621","7.824",1,"0.2","2.934"
145,"CA-2017-155376","2017-12-22","2017-12-27","Standard Class","SG-20080","OFF-AP-10001058","839.43",3,"0","218.2518"
2622,"CA-2017-115931","2017-12-22","2017-12-26","Standard Class","JM-15655","OFF-LA-10001404","18.45",5,"0","8.6715"
3103,"CA-2017-119578","2017-12-22","2017-12-27","Second Class","JG-15310","FUR-BO-10003660","220.98",1,"0","50.8254"
3102,"CA-2017-119578","2017-12-22","2017-12-27","Second Class","JG-15310","OFF-SU-10003505","695.16",6,"0","34.758"
8178,"CA-2017-149699","2017-12-22","2017-12-24","First Class","CM-12115","TEC-AC-10000474","474.95",5,"0","142.485"
8953,"CA-2017-150910","2017-12-22","2017-12-28","Standard Class","JL-15130","OFF-AR-10001419","23.128",7,"0.2","2.891"
8954,"CA-2017-150910","2017-12-22","2017-12-28","Standard Class","JL-15130","OFF-AP-10003266","59.24",5,"0.2","16.291"
2059,"CA-2017-120376","2017-12-22","2017-12-25","First Class","TP-21130","FUR-TA-10004534","411.8",2,"0","70.006"
6195,"CA-2017-104927","2017-12-22","2017-12-26","Standard Class","AG-10330","OFF-PA-10000176","75.88",5,"0.2","26.558"
8578,"CA-2017-146164","2017-12-22","2017-12-26","Standard Class","CM-12190","FUR-TA-10004915","607.52",2,"0","97.2032"
7151,"CA-2017-100412","2017-12-22","2017-12-26","Standard Class","SR-20425","FUR-CH-10002647","141.96",2,"0","35.49"
6194,"CA-2017-104927","2017-12-22","2017-12-26","Standard Class","AG-10330","OFF-BI-10003429","6.33",5,"0.8","-9.8115"
2728,"CA-2017-119193","2017-12-22","2017-12-24","First Class","SK-19990","OFF-BI-10000848","1.641",1,"0.7","-1.3128"
2058,"CA-2017-120376","2017-12-22","2017-12-25","First Class","TP-21130","TEC-AC-10000844","84.99",1,"0","30.5964"
2729,"CA-2017-119193","2017-12-22","2017-12-24","First Class","SK-19990","TEC-PH-10003072","629.958",7,"0.4","94.4937"
2719,"CA-2017-144827","2017-12-21","2017-12-27","Standard Class","SE-20110","OFF-ST-10004340","124.36",2,"0","33.5772"
1614,"CA-2017-138380","2017-12-21","2017-12-25","Standard Class","YS-21880","OFF-ST-10003306","1000.02",7,"0","290.0058"
1969,"CA-2017-165841","2017-12-21","2017-12-28","Standard Class","DB-13210","OFF-PA-10001144","166.44",3,"0","79.8912"
515,"CA-2017-163405","2017-12-21","2017-12-25","Standard Class","BN-11515","OFF-AR-10001246","5.88",2,"0","1.7052"
514,"CA-2017-163405","2017-12-21","2017-12-25","Standard Class","BN-11515","OFF-AR-10003811","6.63",3,"0","1.7901"
1968,"CA-2017-165841","2017-12-21","2017-12-28","Standard Class","DB-13210","OFF-SU-10000898","69.5",5,"0","20.155"
1967,"CA-2017-165841","2017-12-21","2017-12-28","Standard Class","DB-13210","TEC-PH-10002103","281.97",3,"0","78.9516"
4944,"CA-2017-106782","2017-12-21","2017-12-27","Standard Class","LP-17095","OFF-ST-10004459","375.34",1,"0","18.767"
2566,"CA-2017-109589","2017-12-21","2017-12-24","First Class","BD-11635","TEC-AC-10003116","71",4,"0","27.69"
3171,"CA-2017-107461","2017-12-21","2017-12-26","Second Class","PK-19075","OFF-BI-10002003","23.88",6,"0","11.2236"
4104,"CA-2017-137456","2017-12-21","2017-12-21","Same Day","RB-19465","FUR-FU-10001940","15.92",2,"0","7.0048"
6510,"CA-2017-102197","2017-12-20","2017-12-26","Standard Class","DK-13150","OFF-BI-10001524","50.352",3,"0.2","17.6232"
6509,"CA-2017-102197","2017-12-20","2017-12-26","Standard Class","DK-13150","OFF-PA-10001970","279.9",5,"0","137.151"
2269,"CA-2017-105480","2017-12-20","2017-12-26","Standard Class","DK-13225","OFF-PA-10002787","6.48",1,"0","3.1104"
6511,"CA-2017-102197","2017-12-20","2017-12-26","Standard Class","DK-13150","OFF-PA-10004156","34.02",3,"0","16.6698"
2270,"CA-2017-105480","2017-12-20","2017-12-26","Standard Class","DK-13225","OFF-BI-10003291","6.984",1,"0.2","2.3571"
5474,"CA-2017-116946","2017-12-19","2017-12-23","Standard Class","TS-21505","FUR-BO-10000468","102.018",7,"0.7","-183.6324"
5472,"CA-2017-116946","2017-12-19","2017-12-23","Standard Class","TS-21505","FUR-FU-10000320","13.36",5,"0.2","4.008"
1442,"CA-2017-128160","2017-12-19","2017-12-24","Second Class","MM-17920","OFF-BI-10001510","36.672",2,"0.2","11.46"
5473,"CA-2017-116946","2017-12-19","2017-12-23","Standard Class","TS-21505","OFF-ST-10002554","78.256",2,"0.2","-17.6076"
3589,"CA-2017-158729","2017-12-19","2017-12-21","First Class","AC-10450","OFF-SU-10002881","1665.62",2,"0","33.3124"
1250,"CA-2017-115602","2017-12-18","2017-12-24","Standard Class","DJ-13630","FUR-CH-10001708","1141.938",9,"0.1","139.5702"
1249,"CA-2017-115602","2017-12-18","2017-12-24","Standard Class","DJ-13630","OFF-AR-10002280","38.82",6,"0","17.469"
8932,"CA-2017-143252","2017-12-18","2017-12-24","Standard Class","HE-14800","FUR-FU-10001057","99.95",5,"0","22.9885"
8848,"CA-2017-156664","2017-12-18","2017-12-23","Standard Class","BP-11290","OFF-AP-10004487","130.112",2,"0.2","13.0112"
3200,"CA-2017-164000","2017-12-18","2017-12-22","Standard Class","AH-10030","OFF-AR-10003183","18.704",7,"0.2","2.338"
8845,"CA-2017-156664","2017-12-18","2017-12-23","Standard Class","BP-11290","OFF-BI-10004209","7.236",3,"0.7","-6.03"
8846,"CA-2017-156664","2017-12-18","2017-12-23","Standard Class","BP-11290","OFF-FA-10002988","4.824",3,"0.2","1.7487"
8847,"CA-2017-156664","2017-12-18","2017-12-23","Standard Class","BP-11290","OFF-PA-10002222","91.36",5,"0.2","29.692"
2889,"CA-2017-102099","2017-12-18","2017-12-19","First Class","EP-13915","OFF-PA-10000289","32.4",5,"0","15.552"
2888,"CA-2017-102099","2017-12-18","2017-12-19","First Class","EP-13915","OFF-PA-10003172","12.96",2,"0","6.2208"
2887,"CA-2017-102099","2017-12-18","2017-12-19","First Class","EP-13915","OFF-AR-10003811","6.63",3,"0","1.7901"
1252,"CA-2017-115602","2017-12-18","2017-12-24","Standard Class","DJ-13630","OFF-AR-10000462","3.2",2,"0","1.376"
1251,"CA-2017-115602","2017-12-18","2017-12-24","Standard Class","DJ-13630","OFF-AP-10000891","1704.56",13,"0","511.368"
8933,"CA-2017-143252","2017-12-18","2017-12-24","Standard Class","HE-14800","TEC-AC-10002331","29.34",3,"0","10.8558"
7738,"CA-2017-108287","2017-12-18","2017-12-20","First Class","AG-10330","OFF-AR-10001315","12.672",9,"0.2","1.4256"
1116,"CA-2017-140585","2017-12-18","2017-12-23","Second Class","RA-19915","TEC-AC-10003610","119.98",2,"0","57.5904"
1115,"CA-2017-140585","2017-12-18","2017-12-23","Second Class","RA-19915","FUR-BO-10002206","119.833",1,"0.15","-12.6882"
1114,"CA-2017-140585","2017-12-18","2017-12-23","Second Class","RA-19915","OFF-BI-10003364","46.672",2,"0.2","16.3352"
1910,"CA-2017-105886","2017-12-18","2017-12-23","Standard Class","DB-13660","FUR-FU-10001037","18.96",2,"0","8.532"
8479,"CA-2017-158736","2017-12-18","2017-12-24","Standard Class","TT-21460","OFF-AR-10002578","5.76",2,"0","1.6704"
2852,"CA-2017-107342","2017-12-17","2017-12-22","Standard Class","VF-21715","OFF-PA-10001745","28.16",4,"0","13.2352"
1025,"CA-2017-106964","2017-12-17","2017-12-20","First Class","HR-14770","OFF-BI-10000320","11.808",2,"0.2","4.2804"
9378,"CA-2017-155362","2017-12-17","2017-12-21","Standard Class","DP-13105","OFF-ST-10001031","32.56",2,"0","8.4656"
7041,"CA-2017-103443","2017-12-17","2017-12-23","Standard Class","AT-10735","OFF-BI-10001617","24.816",3,"0.2","8.3754"
7042,"CA-2017-103443","2017-12-17","2017-12-23","Standard Class","AT-10735","FUR-FU-10000308","124.36",2,"0","27.3592"
4342,"CA-2017-130309","2017-12-17","2017-12-21","Standard Class","GB-14575","OFF-ST-10003208","544.38",3,"0","157.8702"
7040,"CA-2017-103443","2017-12-17","2017-12-23","Standard Class","AT-10735","OFF-ST-10002276","166.72",2,"0","41.68"
3029,"CA-2017-116855","2017-12-17","2017-12-21","Standard Class","AI-10855","FUR-CH-10003846","504.9",5,"0","80.784"
4901,"CA-2017-120936","2017-12-17","2017-12-21","Standard Class","CA-12310","OFF-ST-10001526","481.32",4,"0","125.1432"
4902,"CA-2017-120936","2017-12-17","2017-12-21","Standard Class","CA-12310","OFF-SU-10002557","13.98",1,"0","3.6348"
630,"CA-2017-133431","2017-12-17","2017-12-21","Standard Class","LC-17140","OFF-PA-10002615","13.23",3,"0","6.0858"
204,"US-2017-116701","2017-12-17","2017-12-21","Second Class","LC-17140","OFF-AP-10003217","66.284",2,"0.8","-178.9668"
629,"CA-2017-133431","2017-12-17","2017-12-21","Standard Class","LC-17140","OFF-BI-10000605","15.24",5,"0.2","5.1435"
2966,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","FUR-FU-10002445","18.96",2,"0","7.584"
2965,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","OFF-BI-10002949","24.32",5,"0.2","8.208"
2964,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","FUR-CH-10003817","97.184",2,"0.2","6.074"
2963,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","FUR-CH-10002774","81.568",2,"0.2","9.1764"
9046,"CA-2017-137463","2017-12-16","2017-12-20","Second Class","KM-16225","TEC-AC-10000358","189.95",5,"0","45.588"
9045,"CA-2017-137463","2017-12-16","2017-12-20","Second Class","KM-16225","OFF-BI-10003196","5.984",2,"0.2","2.244"
9049,"CA-2017-137463","2017-12-16","2017-12-20","Second Class","KM-16225","OFF-LA-10003498","44.4",3,"0","22.2"
6552,"CA-2017-161578","2017-12-16","2017-12-21","Second Class","RB-19465","OFF-PA-10002986","13.36",2,"0","6.4128"
6553,"CA-2017-161578","2017-12-16","2017-12-21","Second Class","RB-19465","OFF-ST-10002289","158.9",5,"0","7.945"
9048,"CA-2017-137463","2017-12-16","2017-12-20","Second Class","KM-16225","OFF-AR-10001988","29.95",5,"0","8.6855"
3004,"CA-2017-104381","2017-12-16","2017-12-23","Standard Class","RD-19810","OFF-BI-10001628","33.376",4,"0.2","10.43"
9047,"CA-2017-137463","2017-12-16","2017-12-20","Second Class","KM-16225","TEC-AC-10000057","149.95",5,"0","31.4895"
2974,"CA-2017-111808","2017-12-16","2017-12-20","Standard Class","AR-10510","OFF-BI-10004656","10.8",5,"0","5.184"
9699,"CA-2017-154116","2017-12-15","2017-12-19","Standard Class","KM-16660","OFF-PA-10004569","22.83",3,"0","10.7301"
3982,"CA-2017-119564","2017-12-15","2017-12-20","Standard Class","PL-18925","FUR-FU-10003096","22.77",3,"0","9.7911"
4860,"CA-2017-136063","2017-12-15","2017-12-19","Standard Class","SS-20140","OFF-AR-10000823","10.192",7,"0.2","1.0192"
9701,"CA-2017-154116","2017-12-15","2017-12-19","Standard Class","KM-16660","TEC-PH-10000675","196.776",3,"0.2","14.7582"
9700,"CA-2017-154116","2017-12-15","2017-12-19","Standard Class","KM-16660","OFF-AP-10000027","54.32",4,"0","16.296"
7701,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","OFF-FA-10001332","17.28",6,"0","8.1216"
5276,"CA-2017-147333","2017-12-14","2017-12-20","Standard Class","KL-16555","TEC-AC-10004469","159.8",4,"0","70.312"
5277,"CA-2017-147333","2017-12-14","2017-12-20","Standard Class","KL-16555","TEC-AC-10003038","44.75",5,"0","8.5025"
7698,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","TEC-CO-10002313","1199.98",2,"0","467.9922"
6714,"CA-2017-107629","2017-12-14","2017-12-14","Same Day","DB-13060","FUR-FU-10004091","56.328",3,"0.6","-26.7558"
3332,"CA-2017-122595","2017-12-14","2017-12-20","Standard Class","GM-14455","TEC-AC-10000474","227.976",3,"0.2","28.497"
3333,"CA-2017-122595","2017-12-14","2017-12-20","Standard Class","GM-14455","TEC-PH-10003095","52.68",3,"0.2","19.755"
6439,"US-2017-113992","2017-12-14","2017-12-19","Standard Class","LC-16885","FUR-TA-10000577","974.988",4,"0.3","-97.4988"
7702,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","FUR-TA-10003473","526.582",2,"0.3","-52.6582"
7700,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","OFF-SU-10001664","25.71",3,"0","6.6846"
6713,"CA-2017-107629","2017-12-14","2017-12-14","Same Day","DB-13060","FUR-FU-10002298","266.352",6,"0.6","-292.9872"
7699,"CA-2017-151799","2017-12-14","2017-12-18","Standard Class","BF-11170","OFF-ST-10002790","73.85",1,"0","2.2155"
2947,"CA-2017-169859","2017-12-14","2017-12-18","Standard Class","MP-18175","FUR-FU-10004963","26.25",3,"0","11.025"
2948,"CA-2017-169859","2017-12-14","2017-12-18","Standard Class","MP-18175","OFF-BI-10000174","64.96",14,"0.2","22.736"
6715,"CA-2017-107629","2017-12-14","2017-12-14","Same Day","DB-13060","TEC-AC-10004510","39.264",3,"0.2","-4.908"
2949,"CA-2017-169859","2017-12-14","2017-12-18","Standard Class","MP-18175","OFF-EN-10000461","43.7",5,"0","20.539"
